quantity,value,unit
t_zero_redistribution_bare_rock,508.2,K
t_full_redistribution_bare_rock,397.7,K
t_day_at_12.62um,493.0 +/- 36.7,K
t_day_at_14.79um,578.6 +/- 32.2,K
